image_id,image_path,label,xmin,ymin,xmax,ymax,age,gender,confidence,source
1623,images/img_01623.jpg,phone,347,21,392,208,,,0.97,synthetic_dataset
988,images/img_00988.jpg,person,344,105,446,125,,,0.95,synthetic_dataset
1079,images/img_01079.jpg,face,42,81,107,106,67,male,0.94,synthetic_dataset
1953,images/img_01953.jpg,hand,224,127,381,312,,,0.96,synthetic_dataset
1890,images/img_01890.jpg,person,145,182,234,370,,,0.96,synthetic_dataset
373,images/img_00373.jpg,face,390,269,435,301,26,male,0.98,synthetic_dataset
212,images/img_00212.jpg,keyboard,314,222,376,343,,,0.89,synthetic_dataset
1615,images/img_01615.jpg,cup,91,39,226,61,,,0.96,synthetic_dataset
376,images/img_00376.jpg,hand,218,261,322,354,,,0.99,synthetic_dataset
1332,images/img_01332.jpg,phone,249,73,296,215,,,0.91,synthetic_dataset
107,images/img_00107.jpg,bottle,153,271,321,386,,,0.89,synthetic_dataset
1289,images/img_01289.jpg,laptop,162,192,273,378,,,0.93,synthetic_dataset
261,images/img_00261.jpg,keyboard,381,113,508,176,,,0.95,synthetic_dataset
1113,images/img_01113.jpg,book,379,15,507,189,,,0.86,synthetic_dataset
357,images/img_00357.jpg,face,367,93,473,179,54,female,0.92,synthetic_dataset
1519,images/img_01519.jpg,laptop,215,102,304,197,,,0.89,synthetic_dataset
710,images/img_00710.jpg,person,306,201,472,332,,,0.95,synthetic_dataset
1254,images/img_01254.jpg,book,172,150,195,296,,,0.99,synthetic_dataset
1220,images/img_01220.jpg,hand,99,350,180,466,,,0.98,synthetic_dataset
1647,images/img_01647.jpg,phone,132,9,287,84,,,0.91,synthetic_dataset
1979,images/img_01979.jpg,hand,161,21,271,194,,,0.94,synthetic_dataset
507,images/img_00507.jpg,hand,212,344,317,504,,,0.99,synthetic_dataset
748,images/img_00748.jpg,person,80,128,260,259,,,1.0,synthetic_dataset
1754,images/img_01754.jpg,cup,110,283,273,473,,,0.98,synthetic_dataset
1773,images/img_01773.jpg,person,143,284,265,473,,,0.92,synthetic_dataset
1642,images/img_01642.jpg,face,115,24,135,143,57,male,0.96,synthetic_dataset
1152,images/img_01152.jpg,hand,321,321,429,476,,,0.92,synthetic_dataset
744,images/img_00744.jpg,phone,173,357,314,510,,,0.87,synthetic_dataset
214,images/img_00214.jpg,mouse,286,261,445,443,,,0.95,synthetic_dataset
860,images/img_00860.jpg,hand,304,324,501,518,,,0.87,synthetic_dataset
30,images/img_00030.jpg,book,376,398,564,562,,,0.9,synthetic_dataset
1359,images/img_01359.jpg,laptop,326,304,466,337,,,0.92,synthetic_dataset
1500,images/img_01500.jpg,book,257,392,305,486,,,0.85,synthetic_dataset
410,images/img_00410.jpg,bottle,112,178,270,284,,,0.89,synthetic_dataset
689,images/img_00689.jpg,hand,368,88,412,142,,,0.97,synthetic_dataset
1213,images/img_01213.jpg,face,259,284,449,322,67,female,0.88,synthetic_dataset
601,images/img_00601.jpg,bottle,232,247,387,359,,,0.94,synthetic_dataset
648,images/img_00648.jpg,face,398,319,585,458,22,female,0.94,synthetic_dataset
654,images/img_00654.jpg,bottle,101,219,189,285,,,0.95,synthetic_dataset
337,images/img_00337.jpg,laptop,263,33,327,200,,,0.97,synthetic_dataset
860,images/img_00860.jpg,laptop,176,108,263,251,,,0.87,synthetic_dataset
1737,images/img_01737.jpg,keyboard,11,0,208,158,,,0.97,synthetic_dataset
17,images/img_00017.jpg,person,325,245,501,423,,,0.9,synthetic_dataset
426,images/img_00426.jpg,phone,185,259,349,344,,,0.94,synthetic_dataset
1401,images/img_01401.jpg,laptop,13,184,201,317,,,0.96,synthetic_dataset
1579,images/img_01579.jpg,bottle,326,183,506,265,,,0.91,synthetic_dataset
537,images/img_00537.jpg,cup,313,359,390,538,,,0.9,synthetic_dataset
709,images/img_00709.jpg,laptop,83,200,278,249,,,0.94,synthetic_dataset
504,images/img_00504.jpg,bottle,37,10,68,123,,,0.9,synthetic_dataset
2000,images/img_02000.jpg,book,350,102,543,206,,,0.99,synthetic_dataset
225,images/img_00225.jpg,keyboard,321,227,358,364,,,0.85,synthetic_dataset
996,images/img_00996.jpg,face,375,258,467,302,63,male,0.96,synthetic_dataset
1766,images/img_01766.jpg,book,122,161,314,194,,,0.96,synthetic_dataset
514,images/img_00514.jpg,person,148,164,318,231,,,0.99,synthetic_dataset
1917,images/img_01917.jpg,mouse,101,353,145,471,,,0.98,synthetic_dataset
1775,images/img_01775.jpg,book,246,351,302,381,,,0.95,synthetic_dataset
1493,images/img_01493.jpg,hand,31,340,72,511,,,1.0,synthetic_dataset
850,images/img_00850.jpg,laptop,97,345,290,516,,,0.96,synthetic_dataset
218,images/img_00218.jpg,person,353,43,424,168,,,0.94,synthetic_dataset
777,images/img_00777.jpg,person,92,305,185,407,,,0.95,synthetic_dataset
1567,images/img_01567.jpg,book,270,345,339,508,,,0.87,synthetic_dataset
878,images/img_00878.jpg,person,388,106,467,205,,,0.85,synthetic_dataset
153,images/img_00153.jpg,face,50,350,243,373,28,male,0.91,synthetic_dataset
241,images/img_00241.jpg,person,326,259,469,403,,,0.97,synthetic_dataset
1540,images/img_01540.jpg,keyboard,215,361,302,481,,,0.9,synthetic_dataset
341,images/img_00341.jpg,laptop,125,157,153,271,,,0.94,synthetic_dataset
233,images/img_00233.jpg,mouse,333,330,424,455,,,0.87,synthetic_dataset
971,images/img_00971.jpg,laptop,34,38,197,215,,,0.98,synthetic_dataset
1272,images/img_01272.jpg,hand,285,69,341,196,,,0.93,synthetic_dataset
1231,images/img_01231.jpg,person,390,53,559,245,,,1.0,synthetic_dataset
973,images/img_00973.jpg,person,380,201,478,394,,,0.95,synthetic_dataset
1966,images/img_01966.jpg,mouse,63,393,234,583,,,0.9,synthetic_dataset
656,images/img_00656.jpg,cup,18,46,59,109,,,0.92,synthetic_dataset
402,images/img_00402.jpg,hand,206,162,350,205,,,0.99,synthetic_dataset
1980,images/img_01980.jpg,book,335,70,453,107,,,0.86,synthetic_dataset
1807,images/img_01807.jpg,hand,133,157,280,272,,,0.94,synthetic_dataset
1431,images/img_01431.jpg,book,116,113,228,153,,,0.9,synthetic_dataset
21,images/img_00021.jpg,book,169,333,286,475,,,0.9,synthetic_dataset
1507,images/img_01507.jpg,cup,215,227,372,359,,,0.93,synthetic_dataset
1162,images/img_01162.jpg,person,171,90,348,115,,,0.94,synthetic_dataset
1253,images/img_01253.jpg,person,128,73,238,255,,,0.97,synthetic_dataset
7,images/img_00007.jpg,face,390,293,524,452,46,female,0.93,synthetic_dataset
949,images/img_00949.jpg,mouse,152,352,343,407,,,0.93,synthetic_dataset
599,images/img_00599.jpg,keyboard,165,223,334,319,,,0.86,synthetic_dataset
395,images/img_00395.jpg,laptop,150,266,176,296,,,0.94,synthetic_dataset
1543,images/img_01543.jpg,bottle,318,69,501,143,,,0.88,synthetic_dataset
385,images/img_00385.jpg,phone,361,85,539,248,,,0.96,synthetic_dataset
283,images/img_00283.jpg,bottle,27,124,214,231,,,0.87,synthetic_dataset
113,images/img_00113.jpg,mouse,306,382,365,469,,,0.91,synthetic_dataset
557,images/img_00557.jpg,mouse,250,27,333,72,,,0.93,synthetic_dataset
908,images/img_00908.jpg,face,166,320,227,440,23,female,0.88,synthetic_dataset
1485,images/img_01485.jpg,bottle,86,369,224,545,,,0.89,synthetic_dataset
619,images/img_00619.jpg,keyboard,301,18,493,214,,,0.92,synthetic_dataset
1554,images/img_01554.jpg,phone,283,114,465,135,,,0.95,synthetic_dataset
31,images/img_00031.jpg,keyboard,175,303,345,438,,,0.93,synthetic_dataset
637,images/img_00637.jpg,person,169,298,276,349,,,1.0,synthetic_dataset
260,images/img_00260.jpg,keyboard,387,75,511,100,,,0.92,synthetic_dataset
1717,images/img_01717.jpg,cup,96,139,242,174,,,1.0,synthetic_dataset
354,images/img_00354.jpg,bottle,167,154,223,299,,,0.9,synthetic_dataset
59,images/img_00059.jpg,keyboard,72,145,187,317,,,0.93,synthetic_dataset
1907,images/img_01907.jpg,book,114,375,212,572,,,0.86,synthetic_dataset
157,images/img_00157.jpg,keyboard,138,258,323,379,,,0.86,synthetic_dataset
1033,images/img_01033.jpg,keyboard,133,319,289,374,,,0.96,synthetic_dataset
159,images/img_00159.jpg,keyboard,213,191,350,239,,,0.99,synthetic_dataset
1172,images/img_01172.jpg,cup,372,169,571,293,,,0.95,synthetic_dataset
164,images/img_00164.jpg,bottle,349,240,495,398,,,0.92,synthetic_dataset
1873,images/img_01873.jpg,face,11,189,158,212,30,male,0.98,synthetic_dataset
1732,images/img_01732.jpg,keyboard,384,15,449,175,,,0.85,synthetic_dataset
797,images/img_00797.jpg,person,180,290,263,369,,,0.9,synthetic_dataset
335,images/img_00335.jpg,person,164,13,255,193,,,0.87,synthetic_dataset
1854,images/img_01854.jpg,book,147,93,251,146,,,0.9,synthetic_dataset
1992,images/img_01992.jpg,hand,351,65,397,163,,,0.98,synthetic_dataset
1338,images/img_01338.jpg,book,73,183,193,305,,,0.93,synthetic_dataset
615,images/img_00615.jpg,mouse,366,271,521,368,,,0.95,synthetic_dataset
415,images/img_00415.jpg,laptop,370,322,542,344,,,0.88,synthetic_dataset
992,images/img_00992.jpg,laptop,250,215,323,374,,,0.86,synthetic_dataset
1932,images/img_01932.jpg,face,119,189,157,308,5,male,0.97,synthetic_dataset
530,images/img_00530.jpg,cup,122,265,172,384,,,0.98,synthetic_dataset
1885,images/img_01885.jpg,cup,19,152,97,307,,,0.9,synthetic_dataset
460,images/img_00460.jpg,mouse,256,312,397,390,,,0.92,synthetic_dataset
1104,images/img_01104.jpg,hand,206,169,402,237,,,0.88,synthetic_dataset
1453,images/img_01453.jpg,person,242,130,439,246,,,0.94,synthetic_dataset
47,images/img_00047.jpg,cup,35,190,141,233,,,0.86,synthetic_dataset
992,images/img_00992.jpg,cup,40,314,214,441,,,0.96,synthetic_dataset
1685,images/img_01685.jpg,cup,0,366,139,536,,,0.86,synthetic_dataset
1362,images/img_01362.jpg,person,371,156,567,250,,,0.94,synthetic_dataset
1240,images/img_01240.jpg,phone,330,312,478,501,,,0.91,synthetic_dataset
167,images/img_00167.jpg,bottle,29,104,66,277,,,0.86,synthetic_dataset
488,images/img_00488.jpg,book,141,28,277,153,,,0.99,synthetic_dataset
1814,images/img_01814.jpg,bottle,120,298,153,337,,,1.0,synthetic_dataset
68,images/img_00068.jpg,bottle,256,241,397,361,,,0.96,synthetic_dataset
452,images/img_00452.jpg,phone,293,353,438,519,,,0.92,synthetic_dataset
1460,images/img_01460.jpg,face,352,171,456,255,69,male,0.94,synthetic_dataset
620,images/img_00620.jpg,phone,52,217,199,250,,,0.93,synthetic_dataset
403,images/img_00403.jpg,laptop,311,369,455,487,,,0.86,synthetic_dataset
58,images/img_00058.jpg,cup,290,24,477,71,,,0.87,synthetic_dataset
435,images/img_00435.jpg,phone,333,168,425,323,,,0.9,synthetic_dataset
1451,images/img_01451.jpg,phone,84,112,219,291,,,0.97,synthetic_dataset
1266,images/img_01266.jpg,hand,283,343,395,514,,,0.97,synthetic_dataset
439,images/img_00439.jpg,bottle,77,126,158,207,,,0.88,synthetic_dataset
1304,images/img_01304.jpg,face,141,334,326,487,62,female,0.94,synthetic_dataset
99,images/img_00099.jpg,hand,377,135,499,317,,,0.98,synthetic_dataset
367,images/img_00367.jpg,phone,180,183,226,270,,,0.86,synthetic_dataset
418,images/img_00418.jpg,keyboard,310,318,475,370,,,0.99,synthetic_dataset
688,images/img_00688.jpg,mouse,245,199,319,244,,,0.87,synthetic_dataset
1034,images/img_01034.jpg,bottle,181,389,215,477,,,0.89,synthetic_dataset
1041,images/img_01041.jpg,face,338,16,455,148,28,male,0.92,synthetic_dataset
1287,images/img_01287.jpg,person,337,241,528,268,,,0.98,synthetic_dataset
663,images/img_00663.jpg,laptop,286,122,387,291,,,0.88,synthetic_dataset
294,images/img_00294.jpg,mouse,198,266,360,412,,,0.91,synthetic_dataset
1168,images/img_01168.jpg,laptop,26,170,169,353,,,0.91,synthetic_dataset
1190,images/img_01190.jpg,mouse,309,143,361,181,,,0.91,synthetic_dataset
1253,images/img_01253.jpg,person,386,91,476,219,,,0.91,synthetic_dataset
409,images/img_00409.jpg,laptop,267,0,294,50,,,0.97,synthetic_dataset
1654,images/img_01654.jpg,phone,134,281,313,436,,,0.97,synthetic_dataset
983,images/img_00983.jpg,hand,258,355,414,541,,,0.89,synthetic_dataset
1240,images/img_01240.jpg,face,334,118,408,143,49,male,0.97,synthetic_dataset
492,images/img_00492.jpg,person,10,63,203,101,,,0.89,synthetic_dataset
1288,images/img_01288.jpg,phone,216,121,325,288,,,0.99,synthetic_dataset
843,images/img_00843.jpg,mouse,230,269,273,329,,,0.98,synthetic_dataset
1635,images/img_01635.jpg,face,275,254,360,284,52,female,0.91,synthetic_dataset
1504,images/img_01504.jpg,face,103,40,190,109,32,female,1.0,synthetic_dataset
224,images/img_00224.jpg,bottle,299,287,350,324,,,0.86,synthetic_dataset
1342,images/img_01342.jpg,keyboard,264,88,356,119,,,0.94,synthetic_dataset
339,images/img_00339.jpg,laptop,184,134,239,231,,,0.91,synthetic_dataset
713,images/img_00713.jpg,person,152,103,250,132,,,0.92,synthetic_dataset
848,images/img_00848.jpg,mouse,149,304,227,498,,,0.98,synthetic_dataset
674,images/img_00674.jpg,keyboard,383,204,472,245,,,0.91,synthetic_dataset
536,images/img_00536.jpg,mouse,120,114,169,314,,,0.89,synthetic_dataset
447,images/img_00447.jpg,hand,214,293,334,399,,,0.97,synthetic_dataset
339,images/img_00339.jpg,bottle,288,384,374,535,,,0.97,synthetic_dataset
1766,images/img_01766.jpg,face,154,260,179,380,60,female,0.89,synthetic_dataset
1216,images/img_01216.jpg,mouse,131,43,251,226,,,0.91,synthetic_dataset
151,images/img_00151.jpg,book,239,376,309,428,,,0.85,synthetic_dataset
1031,images/img_01031.jpg,keyboard,48,95,145,141,,,0.86,synthetic_dataset
617,images/img_00617.jpg,person,291,123,461,204,,,0.88,synthetic_dataset
1255,images/img_01255.jpg,laptop,68,25,108,45,,,0.96,synthetic_dataset
1944,images/img_01944.jpg,book,211,37,235,150,,,0.87,synthetic_dataset
1379,images/img_01379.jpg,keyboard,245,29,320,107,,,0.94,synthetic_dataset
1641,images/img_01641.jpg,keyboard,238,52,377,207,,,0.97,synthetic_dataset
381,images/img_00381.jpg,mouse,122,202,283,254,,,0.95,synthetic_dataset
1085,images/img_01085.jpg,laptop,108,111,209,309,,,0.86,synthetic_dataset
1076,images/img_01076.jpg,bottle,235,9,284,57,,,0.89,synthetic_dataset
723,images/img_00723.jpg,face,139,185,224,336,12,female,0.86,synthetic_dataset
1768,images/img_01768.jpg,person,1,195,57,299,,,1.0,synthetic_dataset
1409,images/img_01409.jpg,person,389,206,585,306,,,0.94,synthetic_dataset
1207,images/img_01207.jpg,cup,352,287,385,351,,,0.97,synthetic_dataset
702,images/img_00702.jpg,laptop,368,223,463,420,,,0.96,synthetic_dataset
1502,images/img_01502.jpg,keyboard,16,57,172,117,,,0.85,synthetic_dataset
146,images/img_00146.jpg,keyboard,339,288,517,477,,,0.92,synthetic_dataset
1884,images/img_01884.jpg,phone,80,132,151,316,,,0.98,synthetic_dataset
903,images/img_00903.jpg,bottle,262,320,418,415,,,1.0,synthetic_dataset
1782,images/img_01782.jpg,mouse,4,62,150,238,,,0.85,synthetic_dataset
367,images/img_00367.jpg,mouse,154,344,224,411,,,0.98,synthetic_dataset
1954,images/img_01954.jpg,face,24,266,70,286,10,male,0.94,synthetic_dataset
1138,images/img_01138.jpg,hand,199,205,365,393,,,0.98,synthetic_dataset
1060,images/img_01060.jpg,hand,370,392,395,425,,,0.97,synthetic_dataset
359,images/img_00359.jpg,bottle,273,217,408,253,,,0.88,synthetic_dataset
1666,images/img_01666.jpg,person,121,292,147,485,,,0.89,synthetic_dataset
1437,images/img_01437.jpg,book,16,25,197,199,,,0.94,synthetic_dataset
151,images/img_00151.jpg,cup,328,219,381,299,,,0.88,synthetic_dataset
1146,images/img_01146.jpg,mouse,325,214,357,317,,,0.92,synthetic_dataset
1043,images/img_01043.jpg,keyboard,293,317,405,353,,,0.91,synthetic_dataset
1376,images/img_01376.jpg,hand,397,91,479,123,,,0.88,synthetic_dataset
1072,images/img_01072.jpg,mouse,228,326,363,403,,,0.96,synthetic_dataset
1608,images/img_01608.jpg,mouse,72,183,139,265,,,0.98,synthetic_dataset
679,images/img_00679.jpg,phone,112,330,262,522,,,0.89,synthetic_dataset
607,images/img_00607.jpg,bottle,79,37,193,129,,,0.92,synthetic_dataset
1959,images/img_01959.jpg,keyboard,22,42,65,113,,,0.97,synthetic_dataset
34,images/img_00034.jpg,laptop,31,285,191,328,,,0.93,synthetic_dataset
104,images/img_00104.jpg,book,328,342,437,446,,,0.99,synthetic_dataset
983,images/img_00983.jpg,hand,396,393,559,546,,,0.87,synthetic_dataset
805,images/img_00805.jpg,phone,87,276,254,447,,,0.96,synthetic_dataset
47,images/img_00047.jpg,book,291,390,311,576,,,0.86,synthetic_dataset
473,images/img_00473.jpg,hand,151,126,189,178,,,0.86,synthetic_dataset
1400,images/img_01400.jpg,mouse,115,75,280,222,,,0.88,synthetic_dataset
576,images/img_00576.jpg,person,362,105,392,195,,,0.92,synthetic_dataset
901,images/img_00901.jpg,laptop,114,237,153,381,,,0.98,synthetic_dataset
170,images/img_00170.jpg,person,43,22,190,87,,,0.96,synthetic_dataset
332,images/img_00332.jpg,mouse,50,166,136,324,,,0.97,synthetic_dataset
1240,images/img_01240.jpg,laptop,21,103,215,205,,,0.96,synthetic_dataset
33,images/img_00033.jpg,bottle,289,349,329,454,,,0.87,synthetic_dataset
401,images/img_00401.jpg,book,180,297,227,405,,,0.94,synthetic_dataset
671,images/img_00671.jpg,bottle,327,317,401,455,,,0.85,synthetic_dataset
346,images/img_00346.jpg,laptop,42,319,144,361,,,0.9,synthetic_dataset
1172,images/img_01172.jpg,book,203,217,277,407,,,0.92,synthetic_dataset
358,images/img_00358.jpg,person,289,102,347,237,,,0.9,synthetic_dataset
272,images/img_00272.jpg,bottle,261,45,304,185,,,0.85,synthetic_dataset
322,images/img_00322.jpg,keyboard,123,110,269,169,,,0.86,synthetic_dataset
1206,images/img_01206.jpg,cup,30,193,201,294,,,0.86,synthetic_dataset
193,images/img_00193.jpg,laptop,301,135,445,176,,,0.9,synthetic_dataset
435,images/img_00435.jpg,book,37,154,136,334,,,0.98,synthetic_dataset
1828,images/img_01828.jpg,laptop,287,94,315,210,,,0.97,synthetic_dataset
1102,images/img_01102.jpg,keyboard,337,278,494,443,,,0.87,synthetic_dataset
1328,images/img_01328.jpg,book,105,220,250,293,,,0.89,synthetic_dataset
1294,images/img_01294.jpg,person,212,171,242,287,,,0.99,synthetic_dataset
1406,images/img_01406.jpg,cup,118,51,249,153,,,0.94,synthetic_dataset
28,images/img_00028.jpg,mouse,205,225,399,381,,,0.93,synthetic_dataset
1235,images/img_01235.jpg,bottle,237,232,430,375,,,0.85,synthetic_dataset
1798,images/img_01798.jpg,laptop,274,61,294,91,,,0.98,synthetic_dataset
1621,images/img_01621.jpg,bottle,30,106,178,260,,,0.95,synthetic_dataset
1260,images/img_01260.jpg,laptop,111,260,254,353,,,0.87,synthetic_dataset
176,images/img_00176.jpg,face,99,82,128,151,6,female,0.87,synthetic_dataset
933,images/img_00933.jpg,cup,228,80,296,277,,,0.99,synthetic_dataset
1099,images/img_01099.jpg,person,230,118,409,140,,,0.93,synthetic_dataset
38,images/img_00038.jpg,face,74,241,272,380,54,female,0.94,synthetic_dataset
1786,images/img_01786.jpg,cup,135,296,317,418,,,0.86,synthetic_dataset
1113,images/img_01113.jpg,bottle,294,373,381,432,,,0.88,synthetic_dataset
1972,images/img_01972.jpg,mouse,289,37,415,74,,,0.94,synthetic_dataset
1246,images/img_01246.jpg,cup,195,227,378,296,,,0.89,synthetic_dataset
1362,images/img_01362.jpg,face,83,149,192,298,20,male,0.99,synthetic_dataset
1752,images/img_01752.jpg,keyboard,234,59,303,159,,,0.98,synthetic_dataset
407,images/img_00407.jpg,face,93,22,238,140,16,male,0.99,synthetic_dataset
1920,images/img_01920.jpg,phone,252,292,330,378,,,0.89,synthetic_dataset
418,images/img_00418.jpg,hand,132,283,228,417,,,0.9,synthetic_dataset
1023,images/img_01023.jpg,keyboard,198,352,264,405,,,0.9,synthetic_dataset
480,images/img_00480.jpg,cup,173,300,359,344,,,0.92,synthetic_dataset
1466,images/img_01466.jpg,person,87,241,210,389,,,0.93,synthetic_dataset
1416,images/img_01416.jpg,person,97,388,173,514,,,0.98,synthetic_dataset
1622,images/img_01622.jpg,phone,250,249,281,418,,,0.98,synthetic_dataset
1370,images/img_01370.jpg,bottle,300,308,419,476,,,0.85,synthetic_dataset
727,images/img_00727.jpg,laptop,336,232,483,380,,,0.95,synthetic_dataset
1345,images/img_01345.jpg,person,280,336,385,383,,,0.89,synthetic_dataset
217,images/img_00217.jpg,bottle,163,397,323,510,,,0.95,synthetic_dataset
1689,images/img_01689.jpg,book,346,260,375,393,,,0.97,synthetic_dataset
445,images/img_00445.jpg,mouse,388,291,489,343,,,0.98,synthetic_dataset
178,images/img_00178.jpg,phone,333,366,460,441,,,0.91,synthetic_dataset
1025,images/img_01025.jpg,laptop,111,234,169,327,,,0.97,synthetic_dataset
199,images/img_00199.jpg,person,271,304,424,357,,,0.95,synthetic_dataset
1635,images/img_01635.jpg,face,57,227,245,375,29,female,0.99,synthetic_dataset
593,images/img_00593.jpg,book,139,386,326,568,,,0.87,synthetic_dataset
1274,images/img_01274.jpg,mouse,64,176,175,239,,,0.9,synthetic_dataset
674,images/img_00674.jpg,keyboard,265,298,456,336,,,0.88,synthetic_dataset
61,images/img_00061.jpg,book,85,49,237,153,,,0.94,synthetic_dataset
137,images/img_00137.jpg,mouse,221,218,385,247,,,0.96,synthetic_dataset
949,images/img_00949.jpg,bottle,64,129,240,195,,,0.89,synthetic_dataset
256,images/img_00256.jpg,book,28,128,99,325,,,0.86,synthetic_dataset
694,images/img_00694.jpg,mouse,29,275,215,417,,,0.87,synthetic_dataset
879,images/img_00879.jpg,person,48,28,245,176,,,0.94,synthetic_dataset
1344,images/img_01344.jpg,mouse,32,168,167,254,,,0.99,synthetic_dataset
317,images/img_00317.jpg,book,98,139,186,252,,,0.98,synthetic_dataset
25,images/img_00025.jpg,laptop,374,138,472,168,,,0.96,synthetic_dataset
1863,images/img_01863.jpg,hand,315,18,447,180,,,0.91,synthetic_dataset
710,images/img_00710.jpg,book,262,210,445,335,,,0.85,synthetic_dataset
1415,images/img_01415.jpg,phone,224,362,336,525,,,0.9,synthetic_dataset
799,images/img_00799.jpg,mouse,116,14,211,139,,,0.89,synthetic_dataset
123,images/img_00123.jpg,face,36,103,92,154,43,female,0.92,synthetic_dataset
1273,images/img_01273.jpg,keyboard,300,115,327,167,,,0.97,synthetic_dataset
48,images/img_00048.jpg,bottle,348,147,458,328,,,0.99,synthetic_dataset
1753,images/img_01753.jpg,mouse,376,378,399,524,,,0.97,synthetic_dataset
1881,images/img_01881.jpg,laptop,260,242,353,365,,,1.0,synthetic_dataset
439,images/img_00439.jpg,bottle,145,171,277,194,,,0.85,synthetic_dataset
738,images/img_00738.jpg,book,360,176,489,311,,,0.93,synthetic_dataset
1664,images/img_01664.jpg,keyboard,248,192,422,295,,,0.86,synthetic_dataset
1451,images/img_01451.jpg,phone,55,36,81,183,,,0.89,synthetic_dataset
1198,images/img_01198.jpg,person,332,39,476,177,,,0.99,synthetic_dataset
1836,images/img_01836.jpg,keyboard,178,358,252,484,,,0.96,synthetic_dataset
131,images/img_00131.jpg,mouse,244,27,388,164,,,0.94,synthetic_dataset
791,images/img_00791.jpg,person,196,43,246,105,,,0.92,synthetic_dataset
1133,images/img_01133.jpg,bottle,10,269,66,390,,,0.86,synthetic_dataset
92,images/img_00092.jpg,keyboard,48,113,89,307,,,0.94,synthetic_dataset
940,images/img_00940.jpg,person,196,164,249,252,,,0.95,synthetic_dataset
1396,images/img_01396.jpg,phone,195,44,379,183,,,0.91,synthetic_dataset
1862,images/img_01862.jpg,cup,390,130,536,191,,,0.95,synthetic_dataset
666,images/img_00666.jpg,hand,21,384,158,476,,,0.88,synthetic_dataset
693,images/img_00693.jpg,bottle,376,77,413,150,,,0.94,synthetic_dataset
655,images/img_00655.jpg,cup,391,315,443,492,,,0.93,synthetic_dataset
497,images/img_00497.jpg,person,33,6,142,158,,,0.91,synthetic_dataset
876,images/img_00876.jpg,keyboard,206,334,325,373,,,0.85,synthetic_dataset
1929,images/img_01929.jpg,laptop,150,367,343,475,,,0.9,synthetic_dataset
321,images/img_00321.jpg,mouse,174,393,208,512,,,0.88,synthetic_dataset
980,images/img_00980.jpg,hand,193,382,260,421,,,0.93,synthetic_dataset
1914,images/img_01914.jpg,hand,279,85,447,264,,,0.89,synthetic_dataset
741,images/img_00741.jpg,phone,211,82,279,239,,,0.94,synthetic_dataset
297,images/img_00297.jpg,face,96,216,212,328,62,male,0.89,synthetic_dataset
1349,images/img_01349.jpg,phone,279,224,428,252,,,0.98,synthetic_dataset
1079,images/img_01079.jpg,bottle,368,300,519,389,,,0.98,synthetic_dataset
1218,images/img_01218.jpg,laptop,306,391,400,503,,,0.89,synthetic_dataset
218,images/img_00218.jpg,book,34,203,233,338,,,0.89,synthetic_dataset
1008,images/img_01008.jpg,laptop,188,319,339,353,,,0.98,synthetic_dataset
1073,images/img_01073.jpg,bottle,148,60,297,226,,,0.89,synthetic_dataset
497,images/img_00497.jpg,cup,358,328,505,438,,,0.92,synthetic_dataset
571,images/img_00571.jpg,mouse,214,39,389,187,,,0.87,synthetic_dataset
1777,images/img_01777.jpg,cup,240,238,292,404,,,0.97,synthetic_dataset
651,images/img_00651.jpg,laptop,6,167,32,236,,,0.89,synthetic_dataset
1074,images/img_01074.jpg,laptop,16,308,168,416,,,0.86,synthetic_dataset
1667,images/img_01667.jpg,mouse,258,277,406,348,,,0.96,synthetic_dataset
818,images/img_00818.jpg,mouse,49,43,103,139,,,0.98,synthetic_dataset
1163,images/img_01163.jpg,laptop,299,322,426,511,,,0.94,synthetic_dataset
1984,images/img_01984.jpg,keyboard,370,244,481,433,,,0.86,synthetic_dataset
133,images/img_00133.jpg,book,319,289,516,321,,,0.95,synthetic_dataset
640,images/img_00640.jpg,person,209,341,318,477,,,0.95,synthetic_dataset
179,images/img_00179.jpg,person,292,319,407,493,,,0.97,synthetic_dataset
702,images/img_00702.jpg,laptop,13,109,118,213,,,0.94,synthetic_dataset
1654,images/img_01654.jpg,mouse,154,78,341,230,,,0.97,synthetic_dataset
146,images/img_00146.jpg,laptop,54,338,189,425,,,0.94,synthetic_dataset
621,images/img_00621.jpg,book,156,394,199,556,,,0.94,synthetic_dataset
173,images/img_00173.jpg,phone,339,26,478,206,,,0.86,synthetic_dataset
1655,images/img_01655.jpg,person,229,46,349,222,,,0.95,synthetic_dataset
1436,images/img_01436.jpg,book,76,18,274,161,,,0.98,synthetic_dataset
1893,images/img_01893.jpg,hand,10,179,46,215,,,0.95,synthetic_dataset
1853,images/img_01853.jpg,keyboard,79,159,147,272,,,0.91,synthetic_dataset
510,images/img_00510.jpg,person,278,391,412,582,,,0.91,synthetic_dataset
1849,images/img_01849.jpg,laptop,151,182,334,368,,,0.99,synthetic_dataset
198,images/img_00198.jpg,cup,329,58,353,196,,,0.98,synthetic_dataset
1871,images/img_01871.jpg,mouse,80,381,140,406,,,0.99,synthetic_dataset
876,images/img_00876.jpg,keyboard,54,363,109,517,,,0.99,synthetic_dataset
1758,images/img_01758.jpg,bottle,119,184,282,345,,,0.95,synthetic_dataset
1201,images/img_01201.jpg,hand,286,216,314,261,,,0.87,synthetic_dataset
44,images/img_00044.jpg,bottle,103,235,184,407,,,0.91,synthetic_dataset
